Date,Model,UseCase,TokenCostUSD,InfraCostUSD,LicenseCostUSD,MonitoringCostUSD,StorageCostUSD,BudgetUSD,TotalCostUSD
2025-04-12,GPT-4,Customer Support Bot,31.56,40.0,83.33,10.0,6.67,500.0,171.56
2025-04-12,GPT-4,Data Analysis Tool,12.06,40.0,83.33,10.0,6.67,300.0,152.06
2025-04-12,Gemini-Pro,Code Review Assistant,6.65,30.0,60.0,10.0,6.67,333.33,113.32
2025-04-12,Gemini-Pro,Content Generation,23.53,30.0,60.0,10.0,6.67,400.0,130.2
2025-04-12,Gemini-Pro,Customer Support Bot,11.55,30.0,60.0,10.0,6.67,500.0,118.22
2025-04-12,Gemini-Pro,Data Analysis Tool,5.94,30.0,60.0,10.0,6.67,300.0,112.61
2025-04-13,Claude-3.5,Code Review Assistant,9.99,33.33,66.67,10.0,6.67,333.33,126.66
2025-04-13,Claude-3.5,Content Generation,36.84,33.33,66.67,10.0,6.67,400.0,153.51
2025-04-13,Claude-3.5,Customer Support Bot,12.45,33.33,66.67,10.0,6.67,500.0,129.12
2025-04-13,Claude-3.5,Data Analysis Tool,6.72,33.33,66.67,10.0,6.67,300.0,123.39
2025-04-13,Custom Fine-tuned,Code Review Assistant,6.82,26.67,50.0,10.0,6.67,333.33,100.16
2025-04-13,Custom Fine-tuned,Content Generation,24.57,26.67,50.0,10.0,6.67,400.0,117.91
2025-04-13,Custom Fine-tuned,Customer Support Bot,10.86,26.67,50.0,10.0,6.67,500.0,104.2
2025-04-13,Custom Fine-tuned,Data Analysis Tool,6.88,26.67,50.0,10.0,6.67,300.0,100.22
2025-04-13,GPT-4,Code Review Assistant,14.89,40.0,83.33,10.0,6.67,333.33,154.89
2025-04-13,GPT-4,Content Generation,59.01,40.0,83.33,10.0,6.67,400.0,199.01
2025-04-13,GPT-4,Customer Support Bot,21.46,40.0,83.33,10.0,6.67,500.0,161.46
2025-04-13,GPT-4,Data Analysis Tool,15.09,40.0,83.33,10.0,6.67,300.0,155.09
2025-04-13,Gemini-Pro,Code Review Assistant,8.23,30.0,60.0,10.0,6.67,333.33,114.9
2025-04-13,Gemini-Pro,Content Generation,19.21,30.0,60.0,10.0,6.67,400.0,125.88
2025-04-13,Gemini-Pro,Customer Support Bot,14.05,30.0,60.0,10.0,6.67,500.0,120.72
2025-04-13,Gemini-Pro,Data Analysis Tool,7.78,30.0,60.0,10.0,6.67,300.0,114.45
2025-04-14,Claude-3.5,Code Review Assistant,8.96,33.33,66.67,10.0,6.67,333.33,125.63
2025-04-14,Claude-3.5,Content Generation,29.99,33.33,66.67,10.0,6.67,400.0,146.66
2025-04-14,Claude-3.5,Customer Support Bot,19.48,33.33,66.67,10.0,6.67,500.0,136.15
2025-04-14,Claude-3.5,Data Analysis Tool,8.61,33.33,66.67,10.0,6.67,300.0,125.28
2025-04-14,Custom Fine-tuned,Code Review Assistant,6.24,26.67,50.0,10.0,6.67,333.33,99.58
2025-04-14,Custom Fine-tuned,Content Generation,24.23,26.67,50.0,10.0,6.67,400.0,117.57
2025-04-14,Custom Fine-tuned,Customer Support Bot,13.37,26.67,50.0,10.0,6.67,500.0,106.71
2025-04-14,Custom Fine-tuned,Data Analysis Tool,6.94,26.67,50.0,10.0,6.67,300.0,100.28
2025-04-14,GPT-4,Code Review Assistant,20.32,40.0,83.33,10.0,6.67,333.33,160.32
2025-04-14,GPT-4,Content Generation,31.06,40.0,83.33,10.0,6.67,400.0,171.06
2025-04-14,GPT-4,Customer Support Bot,27.4,40.0,83.33,10.0,6.67,500.0,167.4
2025-04-14,GPT-4,Data Analysis Tool,20.18,40.0,83.33,10.0,6.67,300.0,160.18
2025-04-14,Gemini-Pro,Code Review Assistant,11.52,30.0,60.0,10.0,6.67,333.33,118.19
2025-04-14,Gemini-Pro,Content Generation,31.66,30.0,60.0,10.0,6.67,400.0,138.33
2025-04-14,Gemini-Pro,Customer Support Bot,15.44,30.0,60.0,10.0,6.67,500.0,122.11
2025-04-14,Gemini-Pro,Data Analysis Tool,7.4,30.0,60.0,10.0,6.67,300.0,114.07
2025-04-15,Claude-3.5,Code Review Assistant,16.98,33.33,66.67,10.0,6.67,333.33,133.65
2025-04-15,Claude-3.5,Content Generation,34.26,33.33,66.67,10.0,6.67,400.0,150.93
2025-04-15,Claude-3.5,Customer Support Bot,20.02,33.33,66.67,10.0,6.67,500.0,136.69
2025-04-15,Claude-3.5,Data Analysis Tool,7.27,33.33,66.67,10.0,6.67,300.0,123.94
2025-04-15,Custom Fine-tuned,Code Review Assistant,9.2,26.67,50.0,10.0,6.67,333.33,102.54
2025-04-15,Custom Fine-tuned,Content Generation,19.91,26.67,50.0,10.0,6.67,400.0,113.25
2025-04-15,Custom Fine-tuned,Customer Support Bot,9.76,26.67,50.0,10.0,6.67,500.0,103.1
2025-04-15,Custom Fine-tuned,Data Analysis Tool,5.75,26.67,50.0,10.0,6.67,300.0,99.09
2025-04-15,GPT-4,Code Review Assistant,18.13,40.0,83.33,10.0,6.67,333.33,158.13
2025-04-15,GPT-4,Content Generation,69.62,40.0,83.33,10.0,6.67,400.0,209.62
2025-04-15,GPT-4,Customer Support Bot,26.51,40.0,83.33,10.0,6.67,500.0,166.51
2025-04-15,GPT-4,Data Analysis Tool,14.72,40.0,83.33,10.0,6.67,300.0,154.72
2025-04-15,Gemini-Pro,Code Review Assistant,7.56,30.0,60.0,10.0,6.67,333.33,114.23
2025-04-15,Gemini-Pro,Content Generation,28.53,30.0,60.0,10.0,6.67,400.0,135.2
2025-04-15,Gemini-Pro,Customer Support Bot,14.39,30.0,60.0,10.0,6.67,500.0,121.06
2025-04-15,Gemini-Pro,Data Analysis Tool,7.7,30.0,60.0,10.0,6.67,300.0,114.37
2025-04-16,Claude-3.5,Code Review Assistant,14.42,33.33,66.67,10.0,6.67,333.33,131.09
2025-04-16,Claude-3.5,Content Generation,34.66,33.33,66.67,10.0,6.67,400.0,151.33
2025-04-16,Claude-3.5,Customer Support Bot,24.7,33.33,66.67,10.0,6.67,500.0,141.37
2025-04-16,Claude-3.5,Data Analysis Tool,9.58,33.33,66.67,10.0,6.67,300.0,126.25
2025-04-16,Custom Fine-tuned,Code Review Assistant,5.87,26.67,50.0,10.0,6.67,333.33,99.21
2025-04-16,Custom Fine-tuned,Content Generation,24.91,26.67,50.0,10.0,6.67,400.0,118.25
2025-04-16,Custom Fine-tuned,Customer Support Bot,13.51,26.67,50.0,10.0,6.67,500.0,106.85
2025-04-16,Custom Fine-tuned,Data Analysis Tool,7.07,26.67,50.0,10.0,6.67,300.0,100.41
2025-04-16,GPT-4,Code Review Assistant,15.27,40.0,83.33,10.0,6.67,333.33,155.27
2025-04-16,GPT-4,Content Generation,47.63,40.0,83.33,10.0,6.67,400.0,187.63
2025-04-16,GPT-4,Customer Support Bot,22.0,40.0,83.33,10.0,6.67,500.0,162.0
2025-04-16,GPT-4,Data Analysis Tool,16.36,40.0,83.33,10.0,6.67,300.0,156.36
2025-04-16,Gemini-Pro,Code Review Assistant,11.33,30.0,60.0,10.0,6.67,333.33,118.0
2025-04-16,Gemini-Pro,Content Generation,30.02,30.0,60.0,10.0,6.67,400.0,136.69
2025-04-16,Gemini-Pro,Customer Support Bot,17.51,30.0,60.0,10.0,6.67,500.0,124.18
2025-04-16,Gemini-Pro,Data Analysis Tool,10.25,30.0,60.0,10.0,6.67,300.0,116.92
2025-04-17,Claude-3.5,Code Review Assistant,10.39,33.33,66.67,10.0,6.67,333.33,127.06
2025-04-17,Claude-3.5,Content Generation,52.07,33.33,66.67,10.0,6.67,400.0,168.74
2025-04-17,Claude-3.5,Customer Support Bot,19.83,33.33,66.67,10.0,6.67,500.0,136.5
2025-04-17,Claude-3.5,Data Analysis Tool,12.84,33.33,66.67,10.0,6.67,300.0,129.51
2025-04-17,Custom Fine-tuned,Code Review Assistant,7.02,26.67,50.0,10.0,6.67,333.33,100.36
2025-04-17,Custom Fine-tuned,Content Generation,21.12,26.67,50.0,10.0,6.67,400.0,114.46
2025-04-17,Custom Fine-tuned,Customer Support Bot,13.1,26.67,50.0,10.0,6.67,500.0,106.44
2025-04-17,Custom Fine-tuned,Data Analysis Tool,7.22,26.67,50.0,10.0,6.67,300.0,100.56
2025-04-17,GPT-4,Code Review Assistant,13.92,40.0,83.33,10.0,6.67,333.33,153.92
2025-04-17,GPT-4,Content Generation,61.9,40.0,83.33,10.0,6.67,400.0,201.9
2025-04-17,GPT-4,Customer Support Bot,36.06,40.0,83.33,10.0,6.67,500.0,176.06
2025-04-17,GPT-4,Data Analysis Tool,22.84,40.0,83.33,10.0,6.67,300.0,162.84
2025-04-17,Gemini-Pro,Code Review Assistant,9.08,30.0,60.0,10.0,6.67,333.33,115.75
2025-04-17,Gemini-Pro,Content Generation,34.72,30.0,60.0,10.0,6.67,400.0,141.39
2025-04-17,Gemini-Pro,Customer Support Bot,23.1,30.0,60.0,10.0,6.67,500.0,129.77
2025-04-17,Gemini-Pro,Data Analysis Tool,10.63,30.0,60.0,10.0,6.67,300.0,117.3
2025-04-18,Claude-3.5,Code Review Assistant,7.35,33.33,66.67,10.0,6.67,333.33,124.02
2025-04-18,Claude-3.5,Content Generation,36.96,33.33,66.67,10.0,6.67,400.0,153.63
2025-04-18,Claude-3.5,Customer Support Bot,22.74,33.33,66.67,10.0,6.67,500.0,139.41
2025-04-18,Claude-3.5,Data Analysis Tool,12.31,33.33,66.67,10.0,6.67,300.0,128.98
2025-04-18,Custom Fine-tuned,Code Review Assistant,7.14,26.67,50.0,10.0,6.67,333.33,100.48
2025-04-18,Custom Fine-tuned,Content Generation,18.91,26.67,50.0,10.0,6.67,400.0,112.25
2025-04-18,Custom Fine-tuned,Customer Support Bot,14.9,26.67,50.0,10.0,6.67,500.0,108.24
2025-04-18,Custom Fine-tuned,Data Analysis Tool,6.29,26.67,50.0,10.0,6.67,300.0,99.63
2025-04-18,GPT-4,Code Review Assistant,15.19,40.0,83.33,10.0,6.67,333.33,155.19
2025-04-18,GPT-4,Content Generation,54.67,40.0,83.33,10.0,6.67,400.0,194.67
2025-04-18,GPT-4,Customer Support Bot,31.65,40.0,83.33,10.0,6.67,500.0,171.65
2025-04-18,GPT-4,Data Analysis Tool,12.75,40.0,83.33,10.0,6.67,300.0,152.75
2025-04-18,Gemini-Pro,Code Review Assistant,8.2,30.0,60.0,10.0,6.67,333.33,114.87
2025-04-18,Gemini-Pro,Content Generation,27.91,30.0,60.0,10.0,6.67,400.0,134.58
2025-04-18,Gemini-Pro,Customer Support Bot,18.55,30.0,60.0,10.0,6.67,500.0,125.22
2025-04-18,Gemini-Pro,Data Analysis Tool,7.25,30.0,60.0,10.0,6.67,300.0,113.92
2025-04-19,Claude-3.5,Code Review Assistant,10.57,33.33,66.67,10.0,6.67,333.33,127.24
2025-04-19,Claude-3.5,Content Generation,31.76,33.33,66.67,10.0,6.67,400.0,148.43
2025-04-19,Claude-3.5,Customer Support Bot,12.91,33.33,66.67,10.0,6.67,500.0,129.58
2025-04-19,Claude-3.5,Data Analysis Tool,11.51,33.33,66.67,10.0,6.67,300.0,128.18
2025-04-19,Custom Fine-tuned,Code Review Assistant,7.37,26.67,50.0,10.0,6.67,333.33,100.71
2025-04-19,Custom Fine-tuned,Content Generation,24.18,26.67,50.0,10.0,6.67,400.0,117.52
2025-04-19,Custom Fine-tuned,Customer Support Bot,9.91,26.67,50.0,10.0,6.67,500.0,103.25
2025-04-19,Custom Fine-tuned,Data Analysis Tool,3.93,26.67,50.0,10.0,6.67,300.0,97.27
2025-04-19,GPT-4,Code Review Assistant,16.24,40.0,83.33,10.0,6.67,333.33,156.24
2025-04-19,GPT-4,Content Generation,53.93,40.0,83.33,10.0,6.67,400.0,193.93
2025-04-19,GPT-4,Customer Support Bot,22.53,40.0,83.33,10.0,6.67,500.0,162.53
2025-04-19,GPT-4,Data Analysis Tool,10.5,40.0,83.33,10.0,6.67,300.0,150.5
2025-04-19,Gemini-Pro,Code Review Assistant,5.42,30.0,60.0,10.0,6.67,333.33,112.09
2025-04-19,Gemini-Pro,Content Generation,24.2,30.0,60.0,10.0,6.67,400.0,130.87
2025-04-19,Gemini-Pro,Customer Support Bot,15.36,30.0,60.0,10.0,6.67,500.0,122.03
2025-04-19,Gemini-Pro,Data Analysis Tool,7.34,30.0,60.0,10.0,6.67,300.0,114.01
2025-04-20,Claude-3.5,Code Review Assistant,7.53,33.33,66.67,10.0,6.67,333.33,124.2
2025-04-20,Claude-3.5,Content Generation,19.31,33.33,66.67,10.0,6.67,400.0,135.98
2025-04-20,Claude-3.5,Customer Support Bot,13.81,33.33,66.67,10.0,6.67,500.0,130.48
2025-04-20,Claude-3.5,Data Analysis Tool,6.78,33.33,66.67,10.0,6.67,300.0,123.45
2025-04-20,Custom Fine-tuned,Code Review Assistant,6.2,26.67,50.0,10.0,6.67,333.33,99.54
2025-04-20,Custom Fine-tuned,Content Generation,26.82,26.67,50.0,10.0,6.67,400.0,120.16
2025-04-20,Custom Fine-tuned,Customer Support Bot,13.23,26.67,50.0,10.0,6.67,500.0,106.57
2025-04-20,Custom Fine-tuned,Data Analysis Tool,5.07,26.67,50.0,10.0,6.67,300.0,98.41
2025-04-20,GPT-4,Code Review Assistant,14.69,40.0,83.33,10.0,6.67,333.33,154.69
2025-04-20,GPT-4,Content Generation,47.58,40.0,83.33,10.0,6.67,400.0,187.58
2025-04-20,GPT-4,Customer Support Bot,23.98,40.0,83.33,10.0,6.67,500.0,163.98
2025-04-20,GPT-4,Data Analysis Tool,10.56,40.0,83.33,10.0,6.67,300.0,150.56
2025-04-20,Gemini-Pro,Code Review Assistant,7.03,30.0,60.0,10.0,6.67,333.33,113.7
2025-04-20,Gemini-Pro,Content Generation,16.62,30.0,60.0,10.0,6.67,400.0,123.29
2025-04-20,Gemini-Pro,Customer Support Bot,11.74,30.0,60.0,10.0,6.67,500.0,118.41
2025-04-20,Gemini-Pro,Data Analysis Tool,7.78,30.0,60.0,10.0,6.67,300.0,114.45
2025-04-21,Claude-3.5,Code Review Assistant,10.85,33.33,66.67,10.0,6.67,333.33,127.52
2025-04-21,Claude-3.5,Content Generation,37.47,33.33,66.67,10.0,6.67,400.0,154.14
2025-04-21,Claude-3.5,Customer Support Bot,20.29,33.33,66.67,10.0,6.67,500.0,136.96
2025-04-21,Claude-3.5,Data Analysis Tool,13.98,33.33,66.67,10.0,6.67,300.0,130.65
2025-04-21,Custom Fine-tuned,Code Review Assistant,6.76,26.67,50.0,10.0,6.67,333.33,100.1
2025-04-21,Custom Fine-tuned,Content Generation,19.79,26.67,50.0,10.0,6.67,400.0,113.13
2025-04-21,Custom Fine-tuned,Customer Support Bot,11.91,26.67,50.0,10.0,6.67,500.0,105.25
2025-04-21,Custom Fine-tuned,Data Analysis Tool,7.66,26.67,50.0,10.0,6.67,300.0,101.0
2025-04-21,GPT-4,Code Review Assistant,13.34,40.0,83.33,10.0,6.67,333.33,153.34
2025-04-21,GPT-4,Content Generation,46.19,40.0,83.33,10.0,6.67,400.0,186.19
2025-04-21,GPT-4,Customer Support Bot,31.4,40.0,83.33,10.0,6.67,500.0,171.4
2025-04-21,GPT-4,Data Analysis Tool,14.5,40.0,83.33,10.0,6.67,300.0,154.5
2025-04-21,Gemini-Pro,Code Review Assistant,10.06,30.0,60.0,10.0,6.67,333.33,116.73
2025-04-21,Gemini-Pro,Content Generation,30.24,30.0,60.0,10.0,6.67,400.0,136.91
2025-04-21,Gemini-Pro,Customer Support Bot,14.03,30.0,60.0,10.0,6.67,500.0,120.7
2025-04-21,Gemini-Pro,Data Analysis Tool,7.78,30.0,60.0,10.0,6.67,300.0,114.45
2025-04-22,Claude-3.5,Code Review Assistant,10.15,33.33,66.67,10.0,6.67,333.33,126.82
2025-04-22,Claude-3.5,Content Generation,34.11,33.33,66.67,10.0,6.67,400.0,150.78
2025-04-22,Claude-3.5,Customer Support Bot,16.98,33.33,66.67,10.0,6.67,500.0,133.65
2025-04-22,Claude-3.5,Data Analysis Tool,7.84,33.33,66.67,10.0,6.67,300.0,124.51
2025-04-22,Custom Fine-tuned,Code Review Assistant,8.84,26.67,50.0,10.0,6.67,333.33,102.18
2025-04-22,Custom Fine-tuned,Content Generation,27.03,26.67,50.0,10.0,6.67,400.0,120.37
2025-04-22,Custom Fine-tuned,Customer Support Bot,9.95,26.67,50.0,10.0,6.67,500.0,103.29
2025-04-22,Custom Fine-tuned,Data Analysis Tool,8.17,26.67,50.0,10.0,6.67,300.0,101.51
2025-04-22,GPT-4,Code Review Assistant,20.72,40.0,83.33,10.0,6.67,333.33,160.72
2025-04-22,GPT-4,Content Generation,38.95,40.0,83.33,10.0,6.67,400.0,178.95
2025-04-22,GPT-4,Customer Support Bot,27.48,40.0,83.33,10.0,6.67,500.0,167.48
2025-04-22,GPT-4,Data Analysis Tool,16.28,40.0,83.33,10.0,6.67,300.0,156.28
2025-04-22,Gemini-Pro,Code Review Assistant,15.21,30.0,60.0,10.0,6.67,333.33,121.88
2025-04-22,Gemini-Pro,Content Generation,35.91,30.0,60.0,10.0,6.67,400.0,142.58
2025-04-22,Gemini-Pro,Customer Support Bot,19.68,30.0,60.0,10.0,6.67,500.0,126.35
2025-04-22,Gemini-Pro,Data Analysis Tool,6.13,30.0,60.0,10.0,6.67,300.0,112.8
2025-04-23,Claude-3.5,Code Review Assistant,10.97,33.33,66.67,10.0,6.67,333.33,127.64
2025-04-23,Claude-3.5,Content Generation,28.85,33.33,66.67,10.0,6.67,400.0,145.52
2025-04-23,Claude-3.5,Customer Support Bot,14.9,33.33,66.67,10.0,6.67,500.0,131.57
2025-04-23,Claude-3.5,Data Analysis Tool,11.74,33.33,66.67,10.0,6.67,300.0,128.41
2025-04-23,Custom Fine-tuned,Code Review Assistant,6.87,26.67,50.0,10.0,6.67,333.33,100.21
2025-04-23,Custom Fine-tuned,Content Generation,25.95,26.67,50.0,10.0,6.67,400.0,119.29
2025-04-23,Custom Fine-tuned,Customer Support Bot,12.34,26.67,50.0,10.0,6.67,500.0,105.68
2025-04-23,Custom Fine-tuned,Data Analysis Tool,5.24,26.67,50.0,10.0,6.67,300.0,98.58
2025-04-23,GPT-4,Code Review Assistant,9.85,40.0,83.33,10.0,6.67,333.33,149.85
2025-04-23,GPT-4,Content Generation,56.24,40.0,83.33,10.0,6.67,400.0,196.24
2025-04-23,GPT-4,Customer Support Bot,35.85,40.0,83.33,10.0,6.67,500.0,175.85
2025-04-23,GPT-4,Data Analysis Tool,14.91,40.0,83.33,10.0,6.67,300.0,154.91
2025-04-23,Gemini-Pro,Code Review Assistant,11.84,30.0,60.0,10.0,6.67,333.33,118.51
2025-04-23,Gemini-Pro,Content Generation,27.57,30.0,60.0,10.0,6.67,400.0,134.24
2025-04-23,Gemini-Pro,Customer Support Bot,17.01,30.0,60.0,10.0,6.67,500.0,123.68
2025-04-23,Gemini-Pro,Data Analysis Tool,5.55,30.0,60.0,10.0,6.67,300.0,112.22
2025-04-24,Claude-3.5,Code Review Assistant,14.03,33.33,66.67,10.0,6.67,333.33,130.7
2025-04-24,Claude-3.5,Content Generation,25.17,33.33,66.67,10.0,6.67,400.0,141.84
2025-04-24,Claude-3.5,Customer Support Bot,13.31,33.33,66.67,10.0,6.67,500.0,129.98
2025-04-24,Claude-3.5,Data Analysis Tool,8.38,33.33,66.67,10.0,6.67,300.0,125.05
2025-04-24,Custom Fine-tuned,Code Review Assistant,9.28,26.67,50.0,10.0,6.67,333.33,102.62
2025-04-24,Custom Fine-tuned,Content Generation,28.02,26.67,50.0,10.0,6.67,400.0,121.36
2025-04-24,Custom Fine-tuned,Customer Support Bot,16.98,26.67,50.0,10.0,6.67,500.0,110.32
2025-04-24,Custom Fine-tuned,Data Analysis Tool,8.46,26.67,50.0,10.0,6.67,300.0,101.8
2025-04-24,GPT-4,Code Review Assistant,14.65,40.0,83.33,10.0,6.67,333.33,154.65
2025-04-24,GPT-4,Content Generation,58.62,40.0,83.33,10.0,6.67,400.0,198.62
2025-04-24,GPT-4,Customer Support Bot,33.48,40.0,83.33,10.0,6.67,500.0,173.48
2025-04-24,GPT-4,Data Analysis Tool,15.69,40.0,83.33,10.0,6.67,300.0,155.69
2025-04-24,Gemini-Pro,Code Review Assistant,10.42,30.0,60.0,10.0,6.67,333.33,117.09
2025-04-24,Gemini-Pro,Content Generation,20.28,30.0,60.0,10.0,6.67,400.0,126.95
2025-04-24,Gemini-Pro,Customer Support Bot,22.04,30.0,60.0,10.0,6.67,500.0,128.71
2025-04-24,Gemini-Pro,Data Analysis Tool,9.5,30.0,60.0,10.0,6.67,300.0,116.17
2025-04-25,Claude-3.5,Code Review Assistant,11.47,33.33,66.67,10.0,6.67,333.33,128.14
2025-04-25,Claude-3.5,Content Generation,34.21,33.33,66.67,10.0,6.67,400.0,150.88
2025-04-25,Claude-3.5,Customer Support Bot,20.05,33.33,66.67,10.0,6.67,500.0,136.72
2025-04-25,Claude-3.5,Data Analysis Tool,10.73,33.33,66.67,10.0,6.67,300.0,127.4
2025-04-25,Custom Fine-tuned,Code Review Assistant,7.02,26.67,50.0,10.0,6.67,333.33,100.36
2025-04-25,Custom Fine-tuned,Content Generation,27.45,26.67,50.0,10.0,6.67,400.0,120.79
2025-04-25,Custom Fine-tuned,Customer Support Bot,11.31,26.67,50.0,10.0,6.67,500.0,104.65
2025-04-25,Custom Fine-tuned,Data Analysis Tool,7.34,26.67,50.0,10.0,6.67,300.0,100.68
2025-04-25,GPT-4,Code Review Assistant,21.85,40.0,83.33,10.0,6.67,333.33,161.85
2025-04-25,GPT-4,Content Generation,53.19,40.0,83.33,10.0,6.67,400.0,193.19
2025-04-25,GPT-4,Customer Support Bot,33.74,40.0,83.33,10.0,6.67,500.0,173.74
2025-04-25,GPT-4,Data Analysis Tool,13.94,40.0,83.33,10.0,6.67,300.0,153.94
2025-04-25,Gemini-Pro,Code Review Assistant,8.46,30.0,60.0,10.0,6.67,333.33,115.13
2025-04-25,Gemini-Pro,Content Generation,38.88,30.0,60.0,10.0,6.67,400.0,145.55
2025-04-25,Gemini-Pro,Customer Support Bot,12.97,30.0,60.0,10.0,6.67,500.0,119.64
2025-04-25,Gemini-Pro,Data Analysis Tool,8.72,30.0,60.0,10.0,6.67,300.0,115.39
2025-04-26,Claude-3.5,Code Review Assistant,8.61,33.33,66.67,10.0,6.67,333.33,125.28
2025-04-26,Claude-3.5,Content Generation,37.33,33.33,66.67,10.0,6.67,400.0,154.0
2025-04-26,Claude-3.5,Customer Support Bot,19.23,33.33,66.67,10.0,6.67,500.0,135.9
2025-04-26,Claude-3.5,Data Analysis Tool,7.95,33.33,66.67,10.0,6.67,300.0,124.62
2025-04-26,Custom Fine-tuned,Code Review Assistant,8.22,26.67,50.0,10.0,6.67,333.33,101.56
2025-04-26,Custom Fine-tuned,Content Generation,27.04,26.67,50.0,10.0,6.67,400.0,120.38
2025-04-26,Custom Fine-tuned,Customer Support Bot,12.21,26.67,50.0,10.0,6.67,500.0,105.55
2025-04-26,Custom Fine-tuned,Data Analysis Tool,3.24,26.67,50.0,10.0,6.67,300.0,96.58
2025-04-26,GPT-4,Code Review Assistant,10.9,40.0,83.33,10.0,6.67,333.33,150.9
2025-04-26,GPT-4,Content Generation,46.78,40.0,83.33,10.0,6.67,400.0,186.78
2025-04-26,GPT-4,Customer Support Bot,26.3,40.0,83.33,10.0,6.67,500.0,166.3
2025-04-26,GPT-4,Data Analysis Tool,14.5,40.0,83.33,10.0,6.67,300.0,154.5
2025-04-26,Gemini-Pro,Code Review Assistant,6.65,30.0,60.0,10.0,6.67,333.33,113.32
2025-04-26,Gemini-Pro,Content Generation,23.53,30.0,60.0,10.0,6.67,400.0,130.2
2025-04-26,Gemini-Pro,Customer Support Bot,14.02,30.0,60.0,10.0,6.67,500.0,120.69
2025-04-26,Gemini-Pro,Data Analysis Tool,6.5,30.0,60.0,10.0,6.67,300.0,113.17
2025-04-27,Claude-3.5,Code Review Assistant,7.96,33.33,66.67,10.0,6.67,333.33,124.63
2025-04-27,Claude-3.5,Content Generation,28.59,33.33,66.67,10.0,6.67,400.0,145.26
2025-04-27,Claude-3.5,Customer Support Bot,20.14,33.33,66.67,10.0,6.67,500.0,136.81
2025-04-27,Claude-3.5,Data Analysis Tool,9.86,33.33,66.67,10.0,6.67,300.0,126.53
2025-04-27,Custom Fine-tuned,Code Review Assistant,6.51,26.67,50.0,10.0,6.67,333.33,99.85
2025-04-27,Custom Fine-tuned,Content Generation,19.2,26.67,50.0,10.0,6.67,400.0,112.54
2025-04-27,Custom Fine-tuned,Customer Support Bot,9.83,26.67,50.0,10.0,6.67,500.0,103.17
2025-04-27,Custom Fine-tuned,Data Analysis Tool,5.84,26.67,50.0,10.0,6.67,300.0,99.18
2025-04-27,GPT-4,Code Review Assistant,11.52,40.0,83.33,10.0,6.67,333.33,151.52
2025-04-27,GPT-4,Content Generation,51.84,40.0,83.33,10.0,6.67,400.0,191.84
2025-04-27,GPT-4,Customer Support Bot,19.9,40.0,83.33,10.0,6.67,500.0,159.9
2025-04-27,GPT-4,Data Analysis Tool,12.47,40.0,83.33,10.0,6.67,300.0,152.47
2025-04-27,Gemini-Pro,Code Review Assistant,9.75,30.0,60.0,10.0,6.67,333.33,116.42
2025-04-27,Gemini-Pro,Content Generation,22.82,30.0,60.0,10.0,6.67,400.0,129.49
2025-04-27,Gemini-Pro,Customer Support Bot,15.65,30.0,60.0,10.0,6.67,500.0,122.32
2025-04-27,Gemini-Pro,Data Analysis Tool,6.61,30.0,60.0,10.0,6.67,300.0,113.28
2025-04-28,Claude-3.5,Code Review Assistant,10.74,33.33,66.67,10.0,6.67,333.33,127.41
2025-04-28,Claude-3.5,Content Generation,39.96,33.33,66.67,10.0,6.67,400.0,156.63
2025-04-28,Claude-3.5,Customer Support Bot,17.44,33.33,66.67,10.0,6.67,500.0,134.11
2025-04-28,Claude-3.5,Data Analysis Tool,8.83,33.33,66.67,10.0,6.67,300.0,125.5
2025-04-28,Custom Fine-tuned,Code Review Assistant,6.0,26.67,50.0,10.0,6.67,333.33,99.34
2025-04-28,Custom Fine-tuned,Content Generation,22.98,26.67,50.0,10.0,6.67,400.0,116.32
2025-04-28,Custom Fine-tuned,Customer Support Bot,13.99,26.67,50.0,10.0,6.67,500.0,107.33
2025-04-28,Custom Fine-tuned,Data Analysis Tool,7.4,26.67,50.0,10.0,6.67,300.0,100.74
2025-04-28,GPT-4,Code Review Assistant,23.27,40.0,83.33,10.0,6.67,333.33,163.27
2025-04-28,GPT-4,Content Generation,51.19,40.0,83.33,10.0,6.67,400.0,191.19
2025-04-28,GPT-4,Customer Support Bot,23.97,40.0,83.33,10.0,6.67,500.0,163.97
2025-04-28,GPT-4,Data Analysis Tool,15.41,40.0,83.33,10.0,6.67,300.0,155.41
2025-04-28,Gemini-Pro,Code Review Assistant,8.54,30.0,60.0,10.0,6.67,333.33,115.21
2025-04-28,Gemini-Pro,Content Generation,18.5,30.0,60.0,10.0,6.67,400.0,125.17
2025-04-28,Gemini-Pro,Customer Support Bot,17.45,30.0,60.0,10.0,6.67,500.0,124.12
2025-04-28,Gemini-Pro,Data Analysis Tool,6.79,30.0,60.0,10.0,6.67,300.0,113.46
2025-04-29,Claude-3.5,Code Review Assistant,12.03,33.33,66.67,10.0,6.67,333.33,128.7
2025-04-29,Claude-3.5,Content Generation,40.37,33.33,66.67,10.0,6.67,400.0,157.04
2025-04-29,Claude-3.5,Customer Support Bot,17.56,33.33,66.67,10.0,6.67,500.0,134.23
2025-04-29,Claude-3.5,Data Analysis Tool,9.78,33.33,66.67,10.0,6.67,300.0,126.45
2025-04-29,Custom Fine-tuned,Code Review Assistant,7.6,26.67,50.0,10.0,6.67,333.33,100.94
