Date,Model,UseCase,Requests,PromptTokens,CompletionTokens,Accuracy,F1Score,HallucinationRate,LatencyP95ms,Failures
2025-04-02,Claude-3.5,Content Generation,1714,1079820,1614588,0.9,0.8769,0.0381,1745,9
2025-04-02,Claude-3.5,Code Review Assistant,974,235708,367198,0.8991,0.8678,0.0324,1536,4
2025-04-02,Claude-3.5,Data Analysis Tool,869,231154,468391,0.8978,0.877,0.0377,1428,3
2025-04-02,Gemini-Pro,Customer Support Bot,3180,849060,601020,0.8616,0.8441,0.0386,1519,14
2025-04-02,Gemini-Pro,Content Generation,1794,959790,992082,0.8784,0.8535,0.038,1255,8
2025-04-02,Gemini-Pro,Code Review Assistant,1087,454366,517412,0.8766,0.8624,0.0419,1323,4
2025-04-02,Gemini-Pro,Data Analysis Tool,777,245532,513597,0.8728,0.8502,0.0385,1390,4
2025-04-02,Custom Fine-tuned,Customer Support Bot,3384,538056,351936,0.905,0.8793,0.0304,965,3
2025-04-02,Custom Fine-tuned,Content Generation,1580,791580,1014360,0.9003,0.9088,0.0255,1106,9
2025-04-02,Custom Fine-tuned,Code Review Assistant,940,312080,312080,0.9046,0.879,0.0289,921,4
2025-04-02,Custom Fine-tuned,Data Analysis Tool,914,254092,437806,0.892,0.8602,0.0132,1326,4
2025-04-03,GPT-4,Customer Support Bot,3044,818836,834056,0.9242,0.8906,0.0309,1801,8
2025-04-03,GPT-4,Content Generation,1704,1099080,935496,0.9082,0.889,0.037,1747,12
2025-04-03,GPT-4,Code Review Assistant,987,447111,303996,0.927,0.885,0.0296,1568,5
2025-04-03,GPT-4,Data Analysis Tool,952,282744,519792,0.9221,0.8918,0.0306,1636,5
2025-04-03,Claude-3.5,Customer Support Bot,3072,930816,602112,0.8911,0.874,0.0402,1456,18
2025-04-03,Claude-3.5,Content Generation,1713,1103172,1449198,0.88,0.8653,0.0298,1639,8
2025-04-03,Claude-3.5,Code Review Assistant,993,332655,206544,0.899,0.8753,0.032,1355,4
2025-04-03,Claude-3.5,Data Analysis Tool,1042,240702,577268,0.9097,0.8879,0.0309,1530,4
2025-04-03,Gemini-Pro,Customer Support Bot,3655,994160,804100,0.8757,0.871,0.0331,1368,24
2025-04-03,Gemini-Pro,Content Generation,1461,892671,937962,0.8721,0.845,0.0384,1195,5
2025-04-03,Gemini-Pro,Code Review Assistant,946,287584,288530,0.8873,0.8848,0.0393,1330,4
2025-04-03,Gemini-Pro,Data Analysis Tool,857,271669,353941,0.8901,0.8734,0.0346,1569,4
2025-04-03,Custom Fine-tuned,Customer Support Bot,2993,733285,742264,0.8992,0.8702,0.0212,1355,12
2025-04-03,Custom Fine-tuned,Content Generation,1804,1015652,1639836,0.8985,0.8849,0.0288,1229,10
2025-04-03,Custom Fine-tuned,Code Review Assistant,857,368510,175685,0.9068,0.8766,0.0296,1228,6
2025-04-03,Custom Fine-tuned,Data Analysis Tool,720,216720,320400,0.8942,0.8737,0.0204,1115,1
2025-04-04,GPT-4,Customer Support Bot,3441,643467,743256,0.9272,0.9004,0.0306,1751,20
2025-04-04,GPT-4,Content Generation,1870,981750,1578280,0.932,0.9116,0.0264,2114,7
2025-04-04,GPT-4,Code Review Assistant,1128,465864,257184,0.9145,0.8881,0.0242,1820,7
2025-04-04,GPT-4,Data Analysis Tool,692,270572,329392,0.9122,0.8903,0.0305,1826,2
2025-04-04,Claude-3.5,Customer Support Bot,3149,736866,541628,0.8857,0.8575,0.036,1587,18
2025-04-04,Claude-3.5,Content Generation,1780,982560,1662520,0.8864,0.857,0.0308,1355,11
2025-04-04,Claude-3.5,Code Review Assistant,1205,559120,347040,0.9035,0.8873,0.0343,1627,5
2025-04-04,Claude-3.5,Data Analysis Tool,908,307812,353212,0.8994,0.8733,0.0297,1125,4
2025-04-04,Gemini-Pro,Customer Support Bot,3259,573584,602915,0.8578,0.8284,0.0477,1237,22
2025-04-04,Gemini-Pro,Content Generation,1486,740028,1272016,0.8716,0.8739,0.0411,1327,3
2025-04-04,Gemini-Pro,Code Review Assistant,1113,407358,346143,0.887,0.862,0.0461,1359,4
2025-04-04,Gemini-Pro,Data Analysis Tool,705,218550,351795,0.8868,0.8658,0.0306,1285,2
2025-04-04,Custom Fine-tuned,Customer Support Bot,3144,962064,565920,0.905,0.8821,0.0306,1244,21
2025-04-04,Custom Fine-tuned,Content Generation,1364,654720,751564,0.9166,0.885,0.0306,1477,8
2025-04-04,Custom Fine-tuned,Code Review Assistant,968,319440,395912,0.9142,0.8813,0.0253,1258,5
2025-04-04,Custom Fine-tuned,Data Analysis Tool,871,282204,458146,0.9151,0.8846,0.0224,1313,2
2025-04-05,GPT-4,Customer Support Bot,2641,686660,438406,0.9255,0.9113,0.0293,1560,14
2025-04-05,GPT-4,Content Generation,1678,1006800,1448114,0.9104,0.8737,0.0268,1731,10
2025-04-05,GPT-4,Code Review Assistant,945,438480,187110,0.9081,0.8839,0.025,1597,2
2025-04-05,GPT-4,Data Analysis Tool,754,239018,386048,0.9227,0.8921,0.0328,1789,2
2025-04-05,Claude-3.5,Customer Support Bot,2681,573734,514752,0.8909,0.8799,0.0331,1551,14
2025-04-05,Claude-3.5,Content Generation,1394,970224,1225326,0.9208,0.8931,0.0405,1671,4
2025-04-05,Claude-3.5,Code Review Assistant,971,355386,350531,0.9095,0.8958,0.0373,1368,5
2025-04-05,Claude-3.5,Data Analysis Tool,748,213928,321640,0.9077,0.8936,0.0296,1791,1
2025-04-05,Gemini-Pro,Customer Support Bot,2799,758529,545805,0.8794,0.851,0.0425,1365,19
2025-04-05,Gemini-Pro,Content Generation,1509,774117,1187583,0.877,0.8504,0.0354,1454,6
2025-04-05,Gemini-Pro,Code Review Assistant,826,415478,237062,0.8822,0.8745,0.0443,1314,5
2025-04-05,Gemini-Pro,Data Analysis Tool,795,238500,314820,0.877,0.8592,0.0445,1312,3
2025-04-05,Custom Fine-tuned,Customer Support Bot,2249,715182,398073,0.9183,0.8905,0.0257,1052,11
2025-04-05,Custom Fine-tuned,Content Generation,1286,909202,1238418,0.9192,0.8972,0.0223,1038,5
2025-04-05,Custom Fine-tuned,Code Review Assistant,921,247749,321429,0.9116,0.8785,0.0234,1393,5
2025-04-05,Custom Fine-tuned,Data Analysis Tool,641,219222,382677,0.9231,0.8982,0.0191,1161,2
2025-04-06,GPT-4,Customer Support Bot,3205,698690,647410,0.8998,0.8829,0.0372,1723,16
2025-04-06,GPT-4,Content Generation,1719,591336,1370043,0.9189,0.8912,0.0274,2058,6
2025-04-06,GPT-4,Code Review Assistant,1065,505875,322695,0.9127,0.8981,0.0352,1863,2
2025-04-06,GPT-4,Data Analysis Tool,801,269937,310788,0.8909,0.8992,0.0328,1616,1
2025-04-06,Claude-3.5,Customer Support Bot,3081,782574,585390,0.9139,0.8942,0.0379,1742,8
2025-04-06,Claude-3.5,Content Generation,1228,711012,933280,0.9063,0.8647,0.0351,1593,7
2025-04-06,Claude-3.5,Code Review Assistant,946,324478,347182,0.892,0.8767,0.0426,1457,3
2025-04-06,Claude-3.5,Data Analysis Tool,785,229220,307720,0.9167,0.913,0.0304,1505,4
2025-04-06,Gemini-Pro,Customer Support Bot,2829,594090,656328,0.8704,0.8479,0.0441,1565,17
2025-04-06,Gemini-Pro,Content Generation,1356,743088,1403460,0.873,0.8625,0.0354,1499,5
2025-04-06,Gemini-Pro,Code Review Assistant,792,293832,272448,0.8824,0.8644,0.0451,1479,3
2025-04-06,Gemini-Pro,Data Analysis Tool,729,260253,336069,0.8753,0.8495,0.0355,1183,4
2025-04-06,Custom Fine-tuned,Customer Support Bot,2697,660765,690432,0.9052,0.8792,0.0297,1194,11
2025-04-06,Custom Fine-tuned,Content Generation,1365,862680,1109745,0.9096,0.8885,0.0367,1377,8
2025-04-06,Custom Fine-tuned,Code Review Assistant,962,414622,337662,0.907,0.8918,0.0245,724,5
2025-04-06,Custom Fine-tuned,Data Analysis Tool,760,228000,259920,0.9095,0.8799,0.0196,1271,4
2025-04-07,GPT-4,Customer Support Bot,3250,815750,471250,0.927,0.9029,0.0321,1874,16
2025-04-07,GPT-4,Content Generation,2106,1208844,1731132,0.9091,0.8917,0.0255,1814,14
2025-04-07,GPT-4,Code Review Assistant,1181,442875,368472,0.9229,0.8957,0.0221,1992,4
2025-04-07,GPT-4,Data Analysis Tool,792,261360,403920,0.9238,0.9064,0.0246,1837,2
2025-04-07,Claude-3.5,Customer Support Bot,3697,1031463,739400,0.8903,0.8624,0.0384,1502,5
2025-04-07,Claude-3.5,Content Generation,1720,1217760,1073280,0.8682,0.858,0.037,1543,4
2025-04-07,Claude-3.5,Code Review Assistant,1466,558546,587866,0.8935,0.8775,0.0247,1474,6
2025-04-07,Claude-3.5,Data Analysis Tool,852,264972,371472,0.8874,0.86,0.0377,1207,1
2025-04-07,Gemini-Pro,Customer Support Bot,3337,824239,480528,0.8729,0.8464,0.0392,1160,12
2025-04-07,Gemini-Pro,Content Generation,1866,1048692,1718586,0.8609,0.8433,0.0441,1279,10
2025-04-07,Gemini-Pro,Code Review Assistant,1232,427504,484176,0.8772,0.8573,0.0397,1372,4
2025-04-07,Gemini-Pro,Data Analysis Tool,811,251410,370627,0.888,0.8798,0.0449,1242,5
2025-04-07,Custom Fine-tuned,Customer Support Bot,3176,867048,390648,0.9109,0.8975,0.0224,1086,22
2025-04-07,Custom Fine-tuned,Content Generation,1418,859308,1288962,0.9086,0.8939,0.0307,1279,2
2025-04-07,Custom Fine-tuned,Code Review Assistant,970,415160,161020,0.9355,0.8921,0.0269,1222,6
2025-04-07,Custom Fine-tuned,Data Analysis Tool,838,286596,386318,0.9086,0.9021,0.0224,1076,3
2025-04-08,GPT-4,Customer Support Bot,3502,651372,724914,0.9196,0.886,0.0303,1721,33
2025-04-08,GPT-4,Content Generation,1589,985180,1115478,0.9099,0.8802,0.0231,1864,6
2025-04-08,GPT-4,Code Review Assistant,1330,641060,385700,0.9248,0.8887,0.0327,1728,5
2025-04-08,GPT-4,Data Analysis Tool,928,304384,348928,0.9078,0.8879,0.027,1781,3
2025-04-08,Claude-3.5,Customer Support Bot,2786,576702,629636,0.906,0.8898,0.0329,1347,9
2025-04-08,Claude-3.5,Content Generation,1835,1253305,1321200,0.8885,0.8552,0.0366,1376,7
2025-04-08,Claude-3.5,Code Review Assistant,1244,508796,323440,0.9021,0.8692,0.0403,1443,8
2025-04-08,Claude-3.5,Data Analysis Tool,1005,314565,504510,0.9141,0.8918,0.037,1424,4
2025-04-08,Gemini-Pro,Customer Support Bot,2766,674904,672138,0.8581,0.8327,0.0485,1568,11
2025-04-08,Gemini-Pro,Content Generation,1634,1160140,1563738,0.866,0.8533,0.0436,1369,8
2025-04-08,Gemini-Pro,Code Review Assistant,1279,590898,381142,0.8667,0.8341,0.0387,1465,6
2025-04-08,Gemini-Pro,Data Analysis Tool,881,302183,421999,0.8661,0.8411,0.0397,1559,4
2025-04-08,Custom Fine-tuned,Customer Support Bot,2904,612744,566280,0.9131,0.8819,0.0215,1164,10
2025-04-08,Custom Fine-tuned,Content Generation,1497,1092810,1562868,0.9092,0.9029,0.0198,887,4
2025-04-08,Custom Fine-tuned,Code Review Assistant,1170,475020,441090,0.8878,0.8693,0.0193,1333,6
2025-04-08,Custom Fine-tuned,Data Analysis Tool,814,303622,350020,0.9107,0.8839,0.0257,1558,1
2025-04-09,GPT-4,Customer Support Bot,3488,945248,603424,0.9195,0.908,0.0332,2266,21
2025-04-09,GPT-4,Content Generation,1738,971542,889856,0.9167,0.8918,0.0333,1608,11
2025-04-09,GPT-4,Code Review Assistant,1121,438311,516781,0.9273,0.9125,0.0295,1764,5
2025-04-09,GPT-4,Data Analysis Tool,716,279956,331508,0.924,0.92,0.0292,1689,3
2025-04-09,Claude-3.5,Customer Support Bot,4116,835548,650328,0.8956,0.8631,0.0415,1502,12
2025-04-09,Claude-3.5,Content Generation,1850,1198800,1690900,0.9239,0.9001,0.0454,1396,13
2025-04-09,Claude-3.5,Code Review Assistant,1206,359388,407628,0.8919,0.8721,0.0393,1660,2
2025-04-09,Claude-3.5,Data Analysis Tool,958,278778,493370,0.9035,0.8947,0.0366,1459,3
2025-04-09,Gemini-Pro,Customer Support Bot,3401,850250,659794,0.8758,0.8692,0.039,1557,15
2025-04-09,Gemini-Pro,Content Generation,1754,1019074,1411970,0.8961,0.8783,0.04,1443,5
2025-04-09,Gemini-Pro,Code Review Assistant,1155,353430,420420,0.881,0.8462,0.0406,1555,6
2025-04-09,Gemini-Pro,Data Analysis Tool,735,224910,335895,0.8693,0.8443,0.0454,1748,3
2025-04-09,Custom Fine-tuned,Customer Support Bot,3025,674575,384175,0.9029,0.8864,0.018,1455,14
2025-04-09,Custom Fine-tuned,Content Generation,1679,837821,1136683,0.9107,0.8899,0.0299,1275,9
2025-04-09,Custom Fine-tuned,Code Review Assistant,1069,440428,296113,0.9105,0.8651,0.0194,1212,4
2025-04-09,Custom Fine-tuned,Data Analysis Tool,768,181248,335616,0.9152,0.887,0.0331,1111,2
2025-04-10,GPT-4,Customer Support Bot,3041,708553,574749,0.9193,0.8994,0.0331,1697,13
2025-04-10,GPT-4,Content Generation,1842,1119936,1600698,0.9284,0.9079,0.0314,1868,4
2025-04-10,GPT-4,Code Review Assistant,1268,561724,381668,0.9134,0.8975,0.0269,1880,8
2025-04-10,GPT-4,Data Analysis Tool,989,301645,433182,0.9179,0.9064,0.0334,1848,8
2025-04-10,Claude-3.5,Customer Support Bot,3526,810980,581790,0.8999,0.8912,0.0357,1937,16
2025-04-10,Claude-3.5,Content Generation,1771,731423,1390235,0.9002,0.8817,0.039,1646,7
2025-04-10,Claude-3.5,Code Review Assistant,1061,352252,393631,0.8873,0.8492,0.0332,1350,6
2025-04-10,Claude-3.5,Data Analysis Tool,749,161784,328062,0.9002,0.8765,0.0361,1433,3
2025-04-10,Gemini-Pro,Customer Support Bot,3506,617056,648610,0.8821,0.8626,0.0358,1659,14
2025-04-10,Gemini-Pro,Content Generation,1724,941304,868896,0.8757,0.8465,0.0456,1349,6
2025-04-10,Gemini-Pro,Code Review Assistant,1052,388188,378720,0.8877,0.8728,0.0522,1524,7
2025-04-10,Gemini-Pro,Data Analysis Tool,732,221064,335988,0.8692,0.8442,0.0397,1459,4
2025-04-10,Custom Fine-tuned,Customer Support Bot,3087,710010,552573,0.898,0.8873,0.034,1202,14
2025-04-10,Custom Fine-tuned,Content Generation,1995,1003485,1458345,0.9142,0.8891,0.0277,1343,15
2025-04-10,Custom Fine-tuned,Code Review Assistant,919,352896,340949,0.9307,0.9023,0.0174,1380,4
2025-04-10,Custom Fine-tuned,Data Analysis Tool,763,199906,394471,0.9165,0.9121,0.0295,1198,3
2025-04-11,GPT-4,Customer Support Bot,3818,1011770,614698,0.9146,0.906,0.0274,1577,14
2025-04-11,GPT-4,Content Generation,1740,927420,937860,0.9402,0.9161,0.0355,1683,9
2025-04-11,GPT-4,Code Review Assistant,1354,473900,576804,0.9145,0.8686,0.023,1908,9
2025-04-11,GPT-4,Data Analysis Tool,798,264138,329574,0.9278,0.907,0.0221,1610,3
2025-04-11,Claude-3.5,Customer Support Bot,3137,859538,756017,0.906,0.8724,0.043,1562,9
2025-04-11,Claude-3.5,Content Generation,1619,1102539,1701569,0.9046,0.8863,0.0274,1362,11
2025-04-11,Claude-3.5,Code Review Assistant,1158,515310,460884,0.9028,0.8773,0.0339,1453,7
2025-04-11,Claude-3.5,Data Analysis Tool,839,291972,367482,0.8915,0.8591,0.0314,1353,3
2025-04-11,Gemini-Pro,Customer Support Bot,2920,750440,505160,0.8774,0.852,0.0329,1366,13
2025-04-11,Gemini-Pro,Content Generation,1669,821148,1623937,0.8821,0.8599,0.0413,1398,7
2025-04-11,Gemini-Pro,Code Review Assistant,1140,336300,355680,0.8775,0.8624,0.0417,1578,4
2025-04-11,Gemini-Pro,Data Analysis Tool,774,203562,323532,0.8877,0.8733,0.035,1464,1
2025-04-11,Custom Fine-tuned,Customer Support Bot,2900,904800,548100,0.888,0.8642,0.0152,1205,17
2025-04-11,Custom Fine-tuned,Content Generation,1568,1103872,1117984,0.9189,0.9017,0.0165,1064,3
2025-04-11,Custom Fine-tuned,Code Review Assistant,1023,415338,362142,0.9007,0.8838,0.024,975,7
2025-04-11,Custom Fine-tuned,Data Analysis Tool,733,271943,247754,0.8987,0.8713,0.0195,1189,4
2025-04-12,GPT-4,Customer Support Bot,3771,622215,844704,0.9144,0.8776,0.0268,1707,13
2025-04-12,GPT-4,Content Generation,1672,1006544,1698752,0.9049,0.8833,0.0232,1473,6
2025-04-12,GPT-4,Code Review Assistant,1039,423912,260789,0.928,0.9049,0.0306,1909,2
2025-04-12,GPT-4,Data Analysis Tool,679,191478,338142,0.9209,0.8894,0.0253,1800,1
2025-04-12,Claude-3.5,Customer Support Bot,2791,812181,496798,0.8948,0.8683,0.0313,1631,10
2025-04-12,Claude-3.5,Content Generation,1409,594598,997572,0.8882,0.8691,0.0354,1321,9
2025-04-12,Claude-3.5,Code Review Assistant,959,421001,399903,0.8998,0.886,0.0311,1233,3
2025-04-12,Claude-3.5,Data Analysis Tool,740,210160,378140,0.8939,0.8745,0.0348,1677,4
2025-04-12,Gemini-Pro,Customer Support Bot,2537,573362,418605,0.8746,0.8369,0.0443,1366,7
2025-04-12,Gemini-Pro,Content Generation,1432,677336,1043928,0.8811,0.8471,0.0489,1233,9
2025-04-12,Gemini-Pro,Code Review Assistant,867,332061,240159,0.878,0.8654,0.0403,1498,5
2025-04-12,Gemini-Pro,Data Analysis Tool,557,166543,265132,0.8825,0.8587,0.0387,1418,4
2025-04-12,Custom Fine-tuned,Customer Support Bot,2454,566874,473622,0.9264,0.8954,0.0236,1197,10
2025-04-12,Custom Fine-tuned,Content Generation,1568,1003520,1274784,0.9104,0.8861,0.0129,1311,8
2025-04-12,Custom Fine-tuned,Code Review Assistant,812,305312,260652,0.9202,0.913,0.0227,1512,4
2025-04-12,Custom Fine-tuned,Data Analysis Tool,647,174690,163044,0.926,0.9198,0.028,1279,3
2025-04-13,GPT-4,Customer Support Bot,2854,801974,448078,0.8947,0.8674,0.029,1778,14
2025-04-13,GPT-4,Content Generation,1641,1022343,1626231,0.9048,0.8998,0.0324,1893,5
2025-04-13,GPT-4,Code Review Assistant,951,342360,382302,0.9139,0.8937,0.0254,1708,6
2025-04-13,GPT-4,Data Analysis Tool,757,223315,428462,0.9125,0.8675,0.0363,1831,3
2025-04-13,Claude-3.5,Customer Support Bot,2548,601328,382200,0.9095,0.8915,0.0433,1750,17
2025-04-13,Claude-3.5,Content Generation,1412,633988,1588500,0.9047,0.8806,0.0324,1699,4
2025-04-13,Claude-3.5,Code Review Assistant,960,420480,331200,0.8855,0.8577,0.0357,1657,4
2025-04-13,Claude-3.5,Data Analysis Tool,656,195488,257808,0.9075,0.8806,0.035,1603,4
2025-04-13,Gemini-Pro,Customer Support Bot,2773,587876,551827,0.8747,0.8742,0.0388,1343,9
2025-04-13,Gemini-Pro,Content Generation,1295,799015,756280,0.8802,0.8562,0.0499,1553,9
2025-04-13,Gemini-Pro,Code Review Assistant,1033,367748,314032,0.8526,0.8351,0.0469,1631,4
2025-04-13,Gemini-Pro,Data Analysis Tool,641,203197,353191,0.8626,0.838,0.0428,1358,3
2025-04-13,Custom Fine-tuned,Customer Support Bot,2501,615246,477691,0.9197,0.9035,0.0267,1233,7
2025-04-13,Custom Fine-tuned,Content Generation,1429,861687,1293245,0.9277,0.9332,0.0296,1213,6
2025-04-13,Custom Fine-tuned,Code Review Assistant,859,326420,323843,0.9085,0.8837,0.0232,933,3
2025-04-13,Custom Fine-tuned,Data Analysis Tool,768,226560,367872,0.9195,0.8909,0.0206,1255,2
2025-04-14,GPT-4,Customer Support Bot,3582,934902,601776,0.9271,0.9048,0.0399,1648,16
2025-04-14,GPT-4,Content Generation,1957,1074393,677122,0.9336,0.8979,0.0331,1538,8
2025-04-14,GPT-4,Code Review Assistant,1385,631560,466745,0.9208,0.9089,0.0289,1969,5
2025-04-14,GPT-4,Data Analysis Tool,999,297702,573426,0.9133,0.9081,0.0295,1661,5
2025-04-14,Claude-3.5,Customer Support Bot,3189,625044,723903,0.9072,0.8867,0.0262,1700,27
2025-04-14,Claude-3.5,Content Generation,1613,1377502,948444,0.9002,0.8852,0.0359,1701,8
2025-04-14,Claude-3.5,Code Review Assistant,1040,394160,290160,0.9005,0.8855,0.0322,1275,7
2025-04-14,Claude-3.5,Data Analysis Tool,752,219584,342912,0.8825,0.8573,0.037,1342,5
2025-04-14,Gemini-Pro,Customer Support Bot,3049,676878,594555,0.8861,0.8722,0.0401,1367,15
2025-04-14,Gemini-Pro,Content Generation,1577,649724,1506035,0.883,0.8733,0.0365,1684,8
2025-04-14,Gemini-Pro,Code Review Assistant,1182,499986,445614,0.8757,0.8748,0.0427,1360,6
2025-04-14,Gemini-Pro,Data Analysis Tool,781,294437,296780,0.874,0.8563,0.0383,1217,1
2025-04-14,Custom Fine-tuned,Customer Support Bot,3040,753920,589760,0.9104,0.8932,0.0299,1171,12
2025-04-14,Custom Fine-tuned,Content Generation,1632,1186464,1140768,0.911,0.9056,0.0265,1051,8
2025-04-14,Custom Fine-tuned,Code Review Assistant,846,357012,273258,0.912,0.9044,0.0247,1053,4
2025-04-14,Custom Fine-tuned,Data Analysis Tool,878,208964,379296,0.8996,0.871,0.0279,1150,3
2025-04-15,GPT-4,Customer Support Bot,3539,951991,566240,0.906,0.8868,0.0304,1752,21
2025-04-15,GPT-4,Content Generation,1852,838956,2040904,0.9184,0.9114,0.0331,1674,10
2025-04-15,GPT-4,Code Review Assistant,1264,477792,444928,0.927,0.886,0.0233,1697,7
2025-04-15,GPT-4,Data Analysis Tool,894,291444,393360,0.9394,0.9445,0.0205,1814,2
2025-04-15,Claude-3.5,Customer Support Bot,3452,880260,648976,0.8989,0.8854,0.0505,1461,19
2025-04-15,Claude-3.5,Content Generation,1775,1025950,1302850,0.9182,0.9018,0.0405,1520,2
2025-04-15,Claude-3.5,Code Review Assistant,1460,563560,623420,0.9144,0.8876,0.0358,1373,1
2025-04-15,Claude-3.5,Data Analysis Tool,791,242837,266567,0.8973,0.8654,0.0352,1540,2
2025-04-15,Gemini-Pro,Customer Support Bot,2986,558382,582270,0.8803,0.8615,0.0412,1604,13
2025-04-15,Gemini-Pro,Content Generation,1453,977869,1204537,0.8758,0.8617,0.031,1616,4
2025-04-15,Gemini-Pro,Code Review Assistant,1128,369984,276360,0.8588,0.8487,0.0444,1318,10
2025-04-15,Gemini-Pro,Data Analysis Tool,741,203034,349011,0.8753,0.8733,0.0436,1253,2
2025-04-15,Custom Fine-tuned,Customer Support Bot,2332,536360,436084,0.9037,0.9016,0.0311,1384,10
2025-04-15,Custom Fine-tuned,Content Generation,1455,794430,1009770,0.903,0.8809,0.0217,1142,5
2025-04-15,Custom Fine-tuned,Code Review Assistant,1065,367425,466470,0.9002,0.877,0.0169,1257,4
2025-04-15,Custom Fine-tuned,Data Analysis Tool,585,211770,298350,0.895,0.8833,0.0177,1450,2
2025-04-16,GPT-4,Customer Support Bot,2729,644044,518510,0.9272,0.8971,0.0225,1571,15
2025-04-16,GPT-4,Content Generation,1529,1065713,1232374,0.9309,0.9003,0.029,1421,7
2025-04-16,GPT-4,Code Review Assistant,1101,413976,371037,0.891,0.8719,0.0385,1664,6
2025-04-16,GPT-4,Data Analysis Tool,1021,324678,436988,0.9111,0.9021,0.0338,1518,6
2025-04-16,Claude-3.5,Customer Support Bot,3772,965632,848700,0.9008,0.8792,0.0262,1370,22
2025-04-16,Claude-3.5,Content Generation,1927,1225572,1242915,0.892,0.8676,0.0357,1152,14
2025-04-16,Claude-3.5,Code Review Assistant,1290,393450,563730,0.9223,0.9178,0.0279,1615,6
2025-04-16,Claude-3.5,Data Analysis Tool,904,304648,357080,0.9117,0.8914,0.0264,1275,4
2025-04-16,Gemini-Pro,Customer Support Bot,2948,825440,651508,0.8886,0.848,0.0396,1490,12
2025-04-16,Gemini-Pro,Content Generation,1500,1183500,1207500,0.8662,0.834,0.0475,1418,9
2025-04-16,Gemini-Pro,Code Review Assistant,1125,409500,470250,0.88,0.8664,0.0438,1076,6
2025-04-16,Gemini-Pro,Data Analysis Tool,951,311928,447921,0.8849,0.8609,0.0353,1643,7
2025-04-16,Custom Fine-tuned,Customer Support Bot,3476,792528,583968,0.9104,0.8873,0.027,1140,20
2025-04-16,Custom Fine-tuned,Content Generation,1388,896648,1301944,0.9117,0.9034,0.0305,1017,7
2025-04-16,Custom Fine-tuned,Code Review Assistant,913,330506,259292,0.9045,0.9004,0.0238,1325,4
2025-04-16,Custom Fine-tuned,Data Analysis Tool,859,225058,381396,0.9145,0.9031,0.0257,1364,4
2025-04-17,GPT-4,Customer Support Bot,4298,1104586,833812,0.9296,0.9124,0.0307,1859,37
2025-04-17,GPT-4,Content Generation,1757,1071770,1706047,0.9049,0.8892,0.0201,1711,4
2025-04-17,GPT-4,Code Review Assistant,1270,439420,317500,0.9207,0.8925,0.0339,1545,7
2025-04-17,GPT-4,Data Analysis Tool,994,351876,644112,0.9164,0.8811,0.0302,1737,4
2025-04-17,Claude-3.5,Customer Support Bot,2901,629517,739755,0.9102,0.8752,0.033,1628,15
2025-04-17,Claude-3.5,Content Generation,1737,1202004,2122614,0.906,0.8621,0.0351,1608,7
2025-04-17,Claude-3.5,Code Review Assistant,1170,448110,340470,0.911,0.9061,0.0391,1425,6
2025-04-17,Claude-3.5,Data Analysis Tool,878,280960,529434,0.8923,0.8589,0.0288,1365,2
2025-04-17,Gemini-Pro,Customer Support Bot,3668,961016,909664,0.8813,0.8768,0.0399,1350,16
2025-04-17,Gemini-Pro,Content Generation,1676,998896,1540244,0.8809,0.8536,0.0396,1269,8
2025-04-17,Gemini-Pro,Code Review Assistant,964,390420,352824,0.8728,0.8493,0.0376,1434,3
2025-04-17,Gemini-Pro,Data Analysis Tool,743,257821,490380,0.8714,0.864,0.0432,1290,4
2025-04-17,Custom Fine-tuned,Customer Support Bot,3143,682031,600313,0.8997,0.8831,0.0291,1074,18
2025-04-17,Custom Fine-tuned,Content Generation,1525,934825,1033950,0.9121,0.8771,0.0324,1083,10
2025-04-17,Custom Fine-tuned,Code Review Assistant,944,294528,350224,0.9045,0.896,0.0343,1205,3
2025-04-17,Custom Fine-tuned,Data Analysis Tool,855,234270,387315,0.9196,0.8927,0.0222,1193,4
2025-04-18,GPT-4,Customer Support Bot,3737,900617,754874,0.9163,0.9051,0.0223,1838,29
2025-04-18,GPT-4,Content Generation,1674,872154,1531710,0.9245,0.9201,0.0287,1662,8
2025-04-18,GPT-4,Code Review Assistant,1227,554604,321474,0.9047,0.8862,0.0378,1708,8
2025-04-18,GPT-4,Data Analysis Tool,892,284548,330040,0.9213,0.904,0.0277,1601,4
2025-04-18,Claude-3.5,Customer Support Bot,3300,673200,867900,0.9088,0.8692,0.0396,1454,7
2025-04-18,Claude-3.5,Content Generation,1713,911316,1483458,0.9117,0.9024,0.0347,1691,11
2025-04-18,Claude-3.5,Code Review Assistant,1072,489904,171520,0.8985,0.8821,0.0279,1428,4
2025-04-18,Claude-3.5,Data Analysis Tool,814,203500,533984,0.9187,0.8974,0.0288,1737,3
2025-04-18,Gemini-Pro,Customer Support Bot,3156,710100,754284,0.8813,0.8777,0.038,1204,11
2025-04-18,Gemini-Pro,Content Generation,1635,804420,1237695,0.8937,0.8549,0.0461,1395,7
2025-04-18,Gemini-Pro,Code Review Assistant,1145,435100,286250,0.8839,0.8676,0.0445,1305,6
2025-04-18,Gemini-Pro,Data Analysis Tool,801,150588,344430,0.8897,0.8661,0.037,1407,3
2025-04-18,Custom Fine-tuned,Customer Support Bot,2934,627876,742302,0.9193,0.8929,0.0216,1274,17
