Date,Model,UseCase,TimeSavedHours,ValueGeneratedUSD,CostAvoidedUSD,RiskIncidents,CSATDeltaPct
2025-04-17,Custom Fine-tuned,Content Generation,94.34,4245.35,8.42,0,0.0323
2025-04-17,Custom Fine-tuned,Customer Support Bot,154.61,6957.58,19.42,0,0.0233
2025-04-17,Custom Fine-tuned,Data Analysis Tool,56.62,2548.09,6.46,0,0.0167
2025-04-17,GPT-4,Code Review Assistant,52.6,2366.81,6.63,0,0.0261
2025-04-17,GPT-4,Content Generation,108.31,4874.12,14.02,0,0.0156
2025-04-17,GPT-4,Customer Support Bot,214.51,9653.17,25.19,0,0.0311
2025-04-17,GPT-4,Data Analysis Tool,65.73,2957.76,5.92,0,0.0211
2025-04-17,Gemini-Pro,Code Review Assistant,39.0,1754.98,4.32,0,0.0079
2025-04-17,Gemini-Pro,Content Generation,102.11,4595.11,6.84,0,0.0241
2025-04-17,Gemini-Pro,Customer Support Bot,178.82,8046.87,14.75,0,0.0059
2025-04-17,Gemini-Pro,Data Analysis Tool,48.06,2162.74,2.5,0,0.0078
2025-04-18,Claude-3.5,Code Review Assistant,43.92,1976.39,6.88,0,0.0308
2025-04-18,Claude-3.5,Content Generation,105.95,4767.78,8.67,0,0.0321
2025-04-18,Claude-3.5,Customer Support Bot,163.06,7337.56,13.46,0,0.0314
2025-04-18,Claude-3.5,Data Analysis Tool,53.89,2424.85,5.08,0,0.0131
2025-04-18,Custom Fine-tuned,Code Review Assistant,48.17,2167.56,6.58,0,0.002
2025-04-18,Custom Fine-tuned,Content Generation,79.03,3556.24,5.61,0,0.0239
2025-04-18,Custom Fine-tuned,Customer Support Bot,145.71,6557.03,22.53,0,0.0143
2025-04-18,Custom Fine-tuned,Data Analysis Tool,48.02,2160.77,4.44,0,0.0253
2025-04-18,GPT-4,Code Review Assistant,50.42,2269.01,5.45,0,0.0173
2025-04-18,GPT-4,Content Generation,104.18,4688.16,10.48,0,0.026
2025-04-18,GPT-4,Customer Support Bot,185.32,8339.5,28.18,0,0.0319
2025-04-18,GPT-4,Data Analysis Tool,59.12,2660.54,5.76,0,0.0223
2025-04-18,Gemini-Pro,Code Review Assistant,46.58,2095.93,3.55,0,0.0275
2025-04-18,Gemini-Pro,Content Generation,100.24,4510.96,4.55,0,0.0247
2025-04-18,Gemini-Pro,Customer Support Bot,153.86,6923.65,13.89,0,0.0154
2025-04-18,Gemini-Pro,Data Analysis Tool,52.28,2352.67,3.68,2,0.0091
2025-04-19,Claude-3.5,Code Review Assistant,45.26,2036.9,6.08,0,0.0206
2025-04-19,Claude-3.5,Content Generation,79.18,3563.17,3.46,0,0.0269
2025-04-19,Claude-3.5,Customer Support Bot,113.34,5100.22,11.7,0,0.0175
2025-04-19,Claude-3.5,Data Analysis Tool,54.35,2445.63,4.49,0,0.0319
2025-04-19,Custom Fine-tuned,Code Review Assistant,37.32,1679.19,5.6,0,0.0195
2025-04-19,Custom Fine-tuned,Content Generation,83.95,3777.88,6.76,0,0.0248
2025-04-19,Custom Fine-tuned,Customer Support Bot,115.58,5201.23,13.85,1,0.0226
2025-04-19,Custom Fine-tuned,Data Analysis Tool,36.46,1640.91,3.83,0,0.0341
2025-04-19,GPT-4,Code Review Assistant,49.07,2208.32,6.64,0,0.0188
2025-04-19,GPT-4,Content Generation,97.35,4380.9,10.48,0,0.0291
2025-04-19,GPT-4,Customer Support Bot,147.71,6646.77,15.39,0,0.0222
2025-04-19,GPT-4,Data Analysis Tool,46.17,2077.64,4.39,0,0.0309
2025-04-19,Gemini-Pro,Code Review Assistant,32.44,1459.87,1.41,0,0.0284
2025-04-19,Gemini-Pro,Content Generation,85.3,3838.64,7.15,0,0.02
2025-04-19,Gemini-Pro,Customer Support Bot,140.57,6325.71,13.97,0,0.0118
2025-04-19,Gemini-Pro,Data Analysis Tool,49.27,2217.34,1.94,0,0.0279
2025-04-20,Claude-3.5,Code Review Assistant,31.14,1401.42,4.64,0,0.0207
2025-04-20,Claude-3.5,Content Generation,73.32,3299.44,5.06,0,0.0081
2025-04-20,Claude-3.5,Customer Support Bot,119.22,5364.73,15.39,0,0.0047
2025-04-20,Claude-3.5,Data Analysis Tool,42.4,1908.11,3.48,0,0.0199
2025-04-20,Custom Fine-tuned,Code Review Assistant,33.14,1491.09,4.29,0,-0.0039
2025-04-20,Custom Fine-tuned,Content Generation,89.89,4044.83,12.01,0,0.0163
2025-04-20,Custom Fine-tuned,Customer Support Bot,138.39,6227.44,16.26,0,0.0306
2025-04-20,Custom Fine-tuned,Data Analysis Tool,41.83,1882.14,3.77,0,0.0337
2025-04-20,GPT-4,Code Review Assistant,37.05,1667.39,6.45,0,0.0317
2025-04-20,GPT-4,Content Generation,91.55,4119.9,11.62,0,0.0219
2025-04-20,GPT-4,Customer Support Bot,154.28,6942.62,17.29,0,0.014
2025-04-20,GPT-4,Data Analysis Tool,48.57,2185.75,3.48,0,0.0346
2025-04-20,Gemini-Pro,Code Review Assistant,40.09,1803.97,3.16,0,0.0191
2025-04-20,Gemini-Pro,Content Generation,85.89,3864.91,4.08,0,0.0055
2025-04-20,Gemini-Pro,Customer Support Bot,115.34,5190.26,7.97,0,0.0181
2025-04-20,Gemini-Pro,Data Analysis Tool,46.69,2101.09,2.11,0,0.0264
2025-04-21,Claude-3.5,Code Review Assistant,43.85,1973.37,5.63,0,-0.0018
2025-04-21,Claude-3.5,Content Generation,107.6,4842.19,4.93,0,0.0168
2025-04-21,Claude-3.5,Customer Support Bot,161.1,7249.33,16.52,0,0.0347
2025-04-21,Claude-3.5,Data Analysis Tool,65.45,2945.31,5.85,0,0.0197
2025-04-21,Custom Fine-tuned,Code Review Assistant,37.58,1690.89,7.32,0,0.0094
2025-04-21,Custom Fine-tuned,Content Generation,91.41,4113.64,9.84,0,0.0287
2025-04-21,Custom Fine-tuned,Customer Support Bot,139.56,6280.31,21.53,1,0.0289
2025-04-21,Custom Fine-tuned,Data Analysis Tool,56.33,2535.05,6.66,0,0.0364
2025-04-21,GPT-4,Code Review Assistant,50.27,2262.0,6.9,0,0.0124
2025-04-21,GPT-4,Content Generation,101.47,4565.96,9.46,0,0.0134
2025-04-21,GPT-4,Customer Support Bot,176.06,7922.65,16.12,0,0.0217
2025-04-21,GPT-4,Data Analysis Tool,62.04,2791.88,5.79,0,0.0343
2025-04-21,Gemini-Pro,Code Review Assistant,40.91,1841.15,5.2,0,0.0108
2025-04-21,Gemini-Pro,Content Generation,86.78,3905.05,5.69,1,0.0111
2025-04-21,Gemini-Pro,Customer Support Bot,178.65,8039.24,16.32,0,0.0137
2025-04-21,Gemini-Pro,Data Analysis Tool,58.72,2642.5,5.68,0,0.0027
2025-04-22,Claude-3.5,Code Review Assistant,45.93,2066.7,3.96,0,0.0326
2025-04-22,Claude-3.5,Content Generation,116.14,5226.19,7.17,0,0.0436
2025-04-22,Claude-3.5,Customer Support Bot,135.52,6098.6,14.37,0,0.0152
2025-04-22,Claude-3.5,Data Analysis Tool,64.76,2914.24,3.92,0,0.0202
2025-04-22,Custom Fine-tuned,Code Review Assistant,49.36,2221.42,11.09,0,0.0451
2025-04-22,Custom Fine-tuned,Content Generation,103.98,4679.12,15.42,0,0.0118
2025-04-22,Custom Fine-tuned,Customer Support Bot,142.7,6421.36,19.27,0,0.0125
2025-04-22,Custom Fine-tuned,Data Analysis Tool,55.2,2483.91,4.89,0,0.0248
2025-04-22,GPT-4,Code Review Assistant,52.11,2345.01,7.62,0,0.0247
2025-04-22,GPT-4,Content Generation,104.47,4701.16,9.57,0,0.0312
2025-04-22,GPT-4,Customer Support Bot,153.29,6897.87,16.21,0,0.0277
2025-04-22,GPT-4,Data Analysis Tool,58.14,2616.51,5.32,0,0.0013
2025-04-22,Gemini-Pro,Code Review Assistant,47.54,2139.47,6.57,0,0.0311
2025-04-22,Gemini-Pro,Content Generation,88.65,3989.24,5.47,0,0.0202
2025-04-22,Gemini-Pro,Customer Support Bot,161.5,7267.44,14.5,0,0.0026
2025-04-22,Gemini-Pro,Data Analysis Tool,47.8,2151.12,3.26,0,0.0145
2025-04-23,Claude-3.5,Code Review Assistant,41.46,1865.56,4.09,1,-0.0005
2025-04-23,Claude-3.5,Content Generation,113.95,5127.93,9.6,0,0.0259
2025-04-23,Claude-3.5,Customer Support Bot,132.2,5948.8,8.03,0,0.0077
2025-04-23,Claude-3.5,Data Analysis Tool,52.72,2372.39,2.03,0,0.0349
2025-04-23,Custom Fine-tuned,Code Review Assistant,39.02,1756.09,5.76,0,0.0185
2025-04-23,Custom Fine-tuned,Content Generation,90.83,4087.41,12.17,0,0.0223
2025-04-23,Custom Fine-tuned,Customer Support Bot,150.9,6790.5,20.96,0,0.0162
2025-04-23,Custom Fine-tuned,Data Analysis Tool,48.89,2200.18,5.85,0,0.0143
2025-04-23,GPT-4,Code Review Assistant,45.7,2056.44,7.69,0,0.0315
2025-04-23,GPT-4,Content Generation,123.54,5559.28,9.09,0,0.019
2025-04-23,GPT-4,Customer Support Bot,186.27,8382.2,26.92,1,0.0203
2025-04-23,GPT-4,Data Analysis Tool,57.43,2584.26,5.99,1,0.0248
2025-04-23,Gemini-Pro,Code Review Assistant,43.96,1978.02,4.8,0,0.0234
2025-04-23,Gemini-Pro,Content Generation,101.42,4563.89,7.93,0,0.0275
2025-04-23,Gemini-Pro,Customer Support Bot,193.14,8691.33,15.36,0,0.0175
2025-04-23,Gemini-Pro,Data Analysis Tool,45.66,2054.63,2.36,0,0.0159
2025-04-24,Claude-3.5,Code Review Assistant,52.27,2352.16,6.13,0,0.021
2025-04-24,Claude-3.5,Content Generation,89.69,4036.24,7.12,0,0.0193
2025-04-24,Claude-3.5,Customer Support Bot,135.94,6117.45,14.86,0,0.0243
2025-04-24,Claude-3.5,Data Analysis Tool,56.21,2529.25,2.64,0,0.0045
2025-04-24,Custom Fine-tuned,Code Review Assistant,46.92,2111.19,9.34,0,0.0171
2025-04-24,Custom Fine-tuned,Content Generation,95.01,4275.64,7.68,0,0.0151
2025-04-24,Custom Fine-tuned,Customer Support Bot,168.27,7572.1,20.96,1,0.0062
2025-04-24,Custom Fine-tuned,Data Analysis Tool,53.71,2417.01,7.01,0,0.0081
2025-04-24,GPT-4,Code Review Assistant,49.93,2246.65,7.04,0,0.011
2025-04-24,GPT-4,Content Generation,115.17,5182.48,15.04,0,0.0351
2025-04-24,GPT-4,Customer Support Bot,162.23,7300.4,23.4,0,0.0063
2025-04-24,GPT-4,Data Analysis Tool,68.33,3074.64,6.71,0,0.0193
2025-04-24,Gemini-Pro,Code Review Assistant,48.32,2174.57,3.74,0,0.0383
2025-04-24,Gemini-Pro,Content Generation,87.86,3953.73,5.74,1,0.0267
2025-04-24,Gemini-Pro,Customer Support Bot,158.17,7117.65,16.91,0,0.009
2025-04-24,Gemini-Pro,Data Analysis Tool,57.1,2569.5,2.82,0,0.002
2025-04-25,Claude-3.5,Code Review Assistant,47.74,2148.44,7.53,0,0.026
2025-04-25,Claude-3.5,Content Generation,109.31,4918.81,9.41,0,0.0118
2025-04-25,Claude-3.5,Customer Support Bot,143.15,6441.93,12.26,1,0.0271
2025-04-25,Claude-3.5,Data Analysis Tool,71.34,3210.21,5.65,0,0.0162
2025-04-25,Custom Fine-tuned,Code Review Assistant,38.26,1721.58,5.42,0,0.036
2025-04-25,Custom Fine-tuned,Content Generation,97.0,4364.91,8.84,0,0.0117
2025-04-25,Custom Fine-tuned,Customer Support Bot,139.54,6279.22,28.94,0,0.0401
2025-04-25,Custom Fine-tuned,Data Analysis Tool,51.87,2334.11,6.11,0,0.0214
2025-04-25,GPT-4,Code Review Assistant,48.89,2200.06,5.39,0,0.0193
2025-04-25,GPT-4,Content Generation,98.56,4435.04,7.98,0,0.0143
2025-04-25,GPT-4,Customer Support Bot,187.35,8430.68,19.83,0,0.0257
2025-04-25,GPT-4,Data Analysis Tool,61.41,2763.38,4.14,0,0.0157
2025-04-25,Gemini-Pro,Code Review Assistant,42.26,1901.53,2.69,0,0.0242
2025-04-25,Gemini-Pro,Content Generation,112.3,5053.72,3.95,0,0.0177
2025-04-25,Gemini-Pro,Customer Support Bot,164.41,7398.26,21.21,1,0.0178
2025-04-25,Gemini-Pro,Data Analysis Tool,54.0,2429.95,2.76,0,0.0292
2025-04-26,Claude-3.5,Code Review Assistant,37.36,1681.16,3.51,1,0.0232
2025-04-26,Claude-3.5,Content Generation,78.51,3533.07,8.03,0,0.0184
2025-04-26,Claude-3.5,Customer Support Bot,141.56,6370.04,19.36,0,0.0131
2025-04-26,Claude-3.5,Data Analysis Tool,47.94,2157.39,3.54,0,0.0126
2025-04-26,Custom Fine-tuned,Code Review Assistant,33.2,1494.03,4.66,0,0.0282
2025-04-26,Custom Fine-tuned,Content Generation,88.07,3963.32,11.53,0,0.0095
2025-04-26,Custom Fine-tuned,Customer Support Bot,124.24,5590.87,17.23,0,0.0143
2025-04-26,Custom Fine-tuned,Data Analysis Tool,46.79,2105.52,5.44,0,0.0055
2025-04-26,GPT-4,Code Review Assistant,43.16,1942.31,6.65,0,0.0236
2025-04-26,GPT-4,Content Generation,106.75,4803.75,9.9,0,0.0118
2025-04-26,GPT-4,Customer Support Bot,164.99,7424.39,20.75,1,0.0181
2025-04-26,GPT-4,Data Analysis Tool,50.75,2283.62,4.31,0,0.0259
2025-04-26,Gemini-Pro,Code Review Assistant,30.26,1361.61,2.12,0,0.0178
2025-04-26,Gemini-Pro,Content Generation,90.09,4054.08,4.75,1,0.0078
2025-04-26,Gemini-Pro,Customer Support Bot,135.57,6100.51,11.67,0,0.0035
2025-04-26,Gemini-Pro,Data Analysis Tool,45.23,2035.43,1.4,0,0.0093
2025-04-27,Claude-3.5,Code Review Assistant,37.97,1708.72,5.44,0,0.0121
2025-04-27,Claude-3.5,Content Generation,90.32,4064.4,8.23,0,0.0072
2025-04-27,Claude-3.5,Customer Support Bot,121.31,5458.9,6.54,0,0.0296
2025-04-27,Claude-3.5,Data Analysis Tool,45.78,2060.25,3.28,0,0.0153
2025-04-27,Custom Fine-tuned,Code Review Assistant,29.27,1316.98,5.17,0,0.0275
2025-04-27,Custom Fine-tuned,Content Generation,75.82,3412.08,9.58,0,0.0173
2025-04-27,Custom Fine-tuned,Customer Support Bot,108.58,4886.12,12.37,0,0.0375
2025-04-27,Custom Fine-tuned,Data Analysis Tool,46.48,2091.74,5.27,0,0.0386
2025-04-27,GPT-4,Code Review Assistant,43.84,1972.58,7.42,0,0.0266
2025-04-27,GPT-4,Content Generation,100.86,4538.89,11.58,1,0.0266
2025-04-27,GPT-4,Customer Support Bot,137.46,6185.66,18.66,0,0.0171
2025-04-27,GPT-4,Data Analysis Tool,54.38,2447.09,4.61,0,0.0357
2025-04-27,Gemini-Pro,Code Review Assistant,39.38,1772.02,2.9,0,0.0158
2025-04-27,Gemini-Pro,Content Generation,73.65,3314.24,5.22,0,0.0293
2025-04-27,Gemini-Pro,Customer Support Bot,121.17,5452.76,7.13,0,0.0087
2025-04-27,Gemini-Pro,Data Analysis Tool,43.98,1979.1,2.37,0,0.0027
2025-04-28,Claude-3.5,Code Review Assistant,41.64,1873.59,7.37,0,0.029
2025-04-28,Claude-3.5,Content Generation,128.18,5768.11,11.28,0,0.0098
2025-04-28,Claude-3.5,Customer Support Bot,148.93,6701.63,16.94,0,0.0209
2025-04-28,Claude-3.5,Data Analysis Tool,55.15,2481.83,4.48,0,0.0236
2025-04-28,Custom Fine-tuned,Code Review Assistant,40.48,1821.59,6.32,0,0.0292
2025-04-28,Custom Fine-tuned,Content Generation,81.39,3662.44,9.16,0,0.0285
2025-04-28,Custom Fine-tuned,Customer Support Bot,163.26,7346.73,23.53,0,0.0149
2025-04-28,Custom Fine-tuned,Data Analysis Tool,55.9,2515.35,5.33,0,0.0228
2025-04-28,GPT-4,Code Review Assistant,59.14,2661.17,11.24,0,0.04
2025-04-28,GPT-4,Content Generation,118.03,5311.39,13.02,0,0.0206
2025-04-28,GPT-4,Customer Support Bot,143.01,6435.48,16.91,0,0.0226
2025-04-28,GPT-4,Data Analysis Tool,67.66,3044.48,7.3,1,0.0095
2025-04-28,Gemini-Pro,Code Review Assistant,41.09,1849.1,4.75,0,0.0199
2025-04-28,Gemini-Pro,Content Generation,94.25,4241.27,3.38,0,0.0357
2025-04-28,Gemini-Pro,Customer Support Bot,157.98,7109.19,14.65,0,0.0201
2025-04-28,Gemini-Pro,Data Analysis Tool,54.3,2443.59,1.8,0,0.0159
2025-04-29,Claude-3.5,Code Review Assistant,46.3,2083.55,5.28,0,-0.0091
2025-04-29,Claude-3.5,Content Generation,97.65,4394.43,10.42,0,0.0134
2025-04-29,Claude-3.5,Customer Support Bot,176.54,7944.49,16.58,0,0.0449
2025-04-29,Claude-3.5,Data Analysis Tool,53.4,2403.16,4.69,0,0.0223
2025-04-29,Custom Fine-tuned,Code Review Assistant,46.04,2071.64,7.86,0,0.0281
2025-04-29,Custom Fine-tuned,Content Generation,109.37,4921.69,10.02,0,0.0025
2025-04-29,Custom Fine-tuned,Customer Support Bot,133.24,5995.88,19.12,0,0.0153
2025-04-29,Custom Fine-tuned,Data Analysis Tool,52.35,2355.73,5.75,0,0.0253
2025-04-29,GPT-4,Code Review Assistant,55.98,2519.14,9.09,1,0.0163
2025-04-29,GPT-4,Content Generation,95.79,4310.39,8.85,0,0.0129
2025-04-29,GPT-4,Customer Support Bot,148.73,6692.84,14.29,0,0.0313
2025-04-29,GPT-4,Data Analysis Tool,46.84,2107.67,3.45,0,0.0279
2025-04-29,Gemini-Pro,Code Review Assistant,48.38,2176.92,5.97,0,0.0193
2025-04-29,Gemini-Pro,Content Generation,126.86,5708.5,11.51,0,-0.0014
2025-04-29,Gemini-Pro,Customer Support Bot,157.52,7088.47,15.3,0,0.0271
2025-04-29,Gemini-Pro,Data Analysis Tool,42.03,1891.4,1.93,0,0.0051
2025-04-30,Claude-3.5,Code Review Assistant,48.93,2201.81,6.46,0,0.0194
2025-04-30,Claude-3.5,Content Generation,104.19,4688.37,5.69,0,0.0345
2025-04-30,Claude-3.5,Customer Support Bot,161.36,7261.22,18.76,0,0.0116
2025-04-30,Claude-3.5,Data Analysis Tool,72.05,3242.22,4.73,0,0.0045
2025-04-30,Custom Fine-tuned,Code Review Assistant,38.66,1739.77,7.86,0,0.0228
2025-04-30,Custom Fine-tuned,Content Generation,96.85,4358.15,11.13,0,0.0071
2025-04-30,Custom Fine-tuned,Customer Support Bot,162.95,7332.7,24.44,0,0.0149
2025-04-30,Custom Fine-tuned,Data Analysis Tool,46.65,2099.18,5.09,0,0.0235
2025-04-30,GPT-4,Code Review Assistant,55.45,2495.45,6.96,0,0.0248
2025-04-30,GPT-4,Content Generation,109.72,4937.5,8.08,0,0.0225
2025-04-30,GPT-4,Customer Support Bot,186.03,8371.55,19.11,0,0.024
2025-04-30,GPT-4,Data Analysis Tool,55.5,2497.31,5.7,0,0.0294
2025-04-30,Gemini-Pro,Code Review Assistant,50.17,2257.63,3.06,0,0.0067
2025-04-30,Gemini-Pro,Content Generation,107.56,4840.08,8.61,0,0.0086
2025-04-30,Gemini-Pro,Customer Support Bot,160.91,7240.86,10.55,0,0.0095
2025-04-30,Gemini-Pro,Data Analysis Tool,56.65,2549.44,3.67,0,0.0174
2025-05-01,Claude-3.5,Code Review Assistant,41.89,1885.01,3.02,0,0.0248
2025-05-01,Claude-3.5,Content Generation,99.79,4490.39,7.51,0,0.0239
2025-05-01,Claude-3.5,Customer Support Bot,164.94,7422.32,11.42,0,0.0213
2025-05-01,Claude-3.5,Data Analysis Tool,54.6,2456.88,5.12,0,0.0236
2025-05-01,Custom Fine-tuned,Code Review Assistant,48.59,2186.49,8.67,0,0.0131
2025-05-01,Custom Fine-tuned,Content Generation,94.06,4232.68,11.14,1,0.0216
2025-05-01,Custom Fine-tuned,Customer Support Bot,165.94,7467.39,21.04,0,0.0189
2025-05-01,Custom Fine-tuned,Data Analysis Tool,53.21,2394.64,5.82,0,0.0177
2025-05-01,GPT-4,Code Review Assistant,55.29,2488.18,7.86,0,0.0246
2025-05-01,GPT-4,Content Generation,107.18,4823.07,9.48,0,0.0101
2025-05-01,GPT-4,Customer Support Bot,205.55,9249.57,24.51,2,0.0126
2025-05-01,GPT-4,Data Analysis Tool,64.2,2888.83,5.2,0,0.0249
2025-05-01,Gemini-Pro,Code Review Assistant,47.42,2134.06,6.0,0,0.0098
2025-05-01,Gemini-Pro,Content Generation,87.0,3915.02,5.4,0,0.0239
2025-05-01,Gemini-Pro,Customer Support Bot,200.38,9017.11,18.54,1,-0.006
2025-05-01,Gemini-Pro,Data Analysis Tool,60.46,2720.76,5.02,0,0.0065
2025-05-02,Claude-3.5,Code Review Assistant,48.54,2184.43,5.53,0,0.0165
2025-05-02,Claude-3.5,Content Generation,95.5,4297.54,9.18,0,0.0294
2025-05-02,Claude-3.5,Customer Support Bot,160.05,7202.42,18.42,0,0.0176
2025-05-02,Claude-3.5,Data Analysis Tool,67.04,3016.65,4.81,0,0.0195
2025-05-02,Custom Fine-tuned,Code Review Assistant,36.95,1662.73,6.69,0,0.0084
2025-05-02,Custom Fine-tuned,Content Generation,94.62,4257.79,9.33,0,0.0186
2025-05-02,Custom Fine-tuned,Customer Support Bot,172.27,7751.95,29.95,0,0.0381
2025-05-02,Custom Fine-tuned,Data Analysis Tool,51.37,2311.53,5.4,0,0.0226
2025-05-02,GPT-4,Code Review Assistant,49.64,2233.82,7.36,0,0.0155
2025-05-02,GPT-4,Content Generation,118.76,5344.35,9.79,0,0.0298
2025-05-02,GPT-4,Customer Support Bot,137.33,6179.77,22.25,1,0.0357
2025-05-02,GPT-4,Data Analysis Tool,56.97,2563.68,5.71,0,0.0296
2025-05-02,Gemini-Pro,Code Review Assistant,41.49,1867.03,6.45,1,0.003
2025-05-02,Gemini-Pro,Content Generation,97.34,4380.36,6.48,0,0.025
2025-05-02,Gemini-Pro,Customer Support Bot,156.01,7020.42,8.55,0,0.029
2025-05-02,Gemini-Pro,Data Analysis Tool,36.71,1652.1,3.13,0,-0.0001
2025-05-03,Claude-3.5,Code Review Assistant,33.27,1496.97,4.87,0,0.0182
2025-05-03,Claude-3.5,Content Generation,80.64,3628.81,5.12,0,0.0105
2025-05-03,Claude-3.5,Customer Support Bot,157.77,7099.54,23.71,0,0.0169
2025-05-03,Claude-3.5,Data Analysis Tool,53.99,2429.38,4.39,0,-0.0094
2025-05-03,Custom Fine-tuned,Code Review Assistant,42.06,1892.49,10.51,0,0.0259
2025-05-03,Custom Fine-tuned,Content Generation,75.98,3419.17,8.33,0,0.029
2025-05-03,Custom Fine-tuned,Customer Support Bot,125.27,5637.1,22.3,0,0.0382
2025-05-03,Custom Fine-tuned,Data Analysis Tool,43.9,1975.71,4.24,0,0.0201
2025-05-03,GPT-4,Code Review Assistant,40.06,1802.7,7.29,0,0.034
2025-05-03,GPT-4,Content Generation,90.67,4080.13,8.99,0,0.0207
2025-05-03,GPT-4,Customer Support Bot,137.58,6191.24,16.76,0,0.0433
2025-05-03,GPT-4,Data Analysis Tool,53.94,2427.36,5.04,0,0.0293
2025-05-03,Gemini-Pro,Code Review Assistant,42.32,1904.57,3.85,0,0.0217
2025-05-03,Gemini-Pro,Content Generation,77.6,3491.93,5.8,0,0.0102
2025-05-03,Gemini-Pro,Customer Support Bot,130.56,5875.12,9.78,0,0.029
2025-05-03,Gemini-Pro,Data Analysis Tool,43.05,1937.28,2.47,0,0.023
2025-05-04,Claude-3.5,Code Review Assistant,41.52,1868.2,5.79,1,-0.0013
2025-05-04,Claude-3.5,Content Generation,72.54,3264.34,4.84,0,0.0241
2025-05-04,Claude-3.5,Customer Support Bot,155.99,7019.51,16.75,0,0.0076
2025-05-04,Claude-3.5,Data Analysis Tool,64.48,2901.5,6.76,0,0.031
2025-05-04,Custom Fine-tuned,Code Review Assistant,39.67,1785.12,7.4,0,0.0277
2025-05-04,Custom Fine-tuned,Content Generation,98.32,4424.33,8.9,0,0.0282
2025-05-04,Custom Fine-tuned,Customer Support Bot,120.33,5414.79,15.22,0,0.0299
2025-05-04,Custom Fine-tuned,Data Analysis Tool,44.79,2015.76,4.92,0,0.0156
2025-05-04,GPT-4,Code Review Assistant,38.41,1728.6,6.38,0,0.0402
2025-05-04,GPT-4,Content Generation,59.26,2666.78,6.17,1,0.0266
2025-05-04,GPT-4,Customer Support Bot,149.91,6745.94,16.46,0,0.038
2025-05-04,GPT-4,Data Analysis Tool,58.77,2644.75,6.86,0,0.029
2025-05-04,Gemini-Pro,Code Review Assistant,35.92,1616.26,1.31,0,0.0251
2025-05-04,Gemini-Pro,Content Generation,65.97,2968.67,5.03,1,0.0121
2025-05-04,Gemini-Pro,Customer Support Bot,147.67,6645.22,13.44,1,0.0314
2025-05-04,Gemini-Pro,Data Analysis Tool,43.34,1950.34,3.25,0,0.0114
2025-05-05,Claude-3.5,Code Review Assistant,54.98,2474.06,6.36,0,0.0078
2025-05-05,Claude-3.5,Content Generation,113.65,5114.41,7.59,0,0.0356
2025-05-05,Claude-3.5,Customer Support Bot,174.24,7840.9,17.98,0,0.0275
2025-05-05,Claude-3.5,Data Analysis Tool,49.26,2216.48,3.68,0,0.0309
2025-05-05,Custom Fine-tuned,Code Review Assistant,39.99,1799.69,6.67,0,0.0374
2025-05-05,Custom Fine-tuned,Content Generation,101.52,4568.38,14.49,1,0.0132
2025-05-05,Custom Fine-tuned,Customer Support Bot,148.15,6666.75,20.25,0,0.0122
2025-05-05,Custom Fine-tuned,Data Analysis Tool,46.83,2107.49,4.86,0,0.037
2025-05-05,GPT-4,Code Review Assistant,45.54,2049.48,6.58,0,0.0078
2025-05-05,GPT-4,Content Generation,114.89,5170.2,11.0,0,0.02
2025-05-05,GPT-4,Customer Support Bot,142.36,6406.17,17.29,0,0.0218
2025-05-05,GPT-4,Data Analysis Tool,48.56,2185.32,4.03,0,0.0085
2025-05-05,Gemini-Pro,Code Review Assistant,45.56,2050.0,2.87,0,0.0181
2025-05-05,Gemini-Pro,Content Generation,116.59,5246.55,5.79,0,0.012
2025-05-05,Gemini-Pro,Customer Support Bot,158.24,7120.72,14.65,0,0.0316
2025-05-05,Gemini-Pro,Data Analysis Tool,50.33,2265.0,3.87,0,0.0068
2025-05-06,Claude-3.5,Code Review Assistant,50.32,2264.39,3.1,0,0.0272
2025-05-06,Claude-3.5,Content Generation,112.44,5059.84,9.33,0,0.0195
2025-05-06,Claude-3.5,Customer Support Bot,159.9,7195.36,9.68,0,0.0273
2025-05-06,Claude-3.5,Data Analysis Tool,48.93,2201.99,4.16,0,0.017
2025-05-06,Custom Fine-tuned,Code Review Assistant,41.04,1846.61,9.35,0,0.0122
2025-05-06,Custom Fine-tuned,Content Generation,101.25,4556.47,12.11,0,0.0362
2025-05-06,Custom Fine-tuned,Customer Support Bot,151.26,6806.61,22.88,0,0.037
2025-05-06,Custom Fine-tuned,Data Analysis Tool,53.63,2413.51,5.39,0,0.0278
2025-05-06,GPT-4,Code Review Assistant,55.85,2513.3,9.84,0,0.0279
2025-05-06,GPT-4,Content Generation,126.03,5671.35,13.9,1,0.0259
2025-05-06,GPT-4,Customer Support Bot,163.21,7344.23,22.88,0,0.0091
2025-05-06,GPT-4,Data Analysis Tool,56.41,2538.47,5.04,0,0.0228
2025-05-06,Gemini-Pro,Code Review Assistant,48.7,2191.36,4.08,0,0.0192
2025-05-06,Gemini-Pro,Content Generation,97.44,4384.58,9.04,0,0.0053
2025-05-06,Gemini-Pro,Customer Support Bot,159.89,7194.83,15.93,0,0.0162
2025-05-06,Gemini-Pro,Data Analysis Tool,57.09,2568.92,3.73,0,0.0177
2025-05-07,Claude-3.5,Code Review Assistant,52.6,2367.1,5.62,0,0.0148
2025-05-07,Claude-3.5,Content Generation,91.6,4121.89,8.66,0,0.0285
